CustomerID,Age,Gender,Geography,Branch,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,HasLoan,LoanAmount,CreditScore,Exited
CUST04483,42,Female,France,North,8,0.0,1,0,1,151470.87,1,86872.56,793,0
CUST03250,32,Male,France,South,7,83450.02,2,1,0,,1,55465.27,415,0
CUST01562,73,Female,Germany,East,2,0.0,2,1,1,64354.33,0,0.0,775,0
CUST05923,59,Male,France,North,7,0.0,2,0,1,173900.0,0,0.0,794,1
CUST04885,66,Male,Spain,West,9,18559.26,2,0,0,40346.96,1,49246.26,511,0
CUST08382,72,Female,France,Central,5,0.0,2,1,1,172238.61,0,0.0,471,0
CUST02102,67,Male,Spain,West,6,185409.3,2,1,0,142703.52,1,71777.38,416,0
CUST07742,52,Male,Germany,East,0,0.0,1,0,1,30166.51,1,64698.04,517,0
CUST08310,30,Male,France,South,3,86422.52,2,0,0,169021.99,0,0.0,704,0
CUST06428,34,Female,France,South,10,95952.11,2,1,0,151936.53,0,0.0,706,0
CUST08295,72,Female,Germany,East,5,250000.0,3,1,1,170926.23,0,0.0,816,0
CUST00978,74,Female,France,East,2,94294.1,2,0,1,113004.55,1,63639.59,377,0
CUST02328,53,Male,France,North,7,73668.6,1,1,1,43414.39,1,72060.32,618,0
CUST05071,69,Male,France,East,2,72801.6,1,0,0,161649.33,0,0.0,539,0
CUST02819,43,Male,Spain,South,5,1422.8,2,0,1,83679.27,0,0.0,577,0
CUST05468,39,Male,France,North,0,0.0,1,0,0,34980.77,1,10286.5,567,1
CUST03006,70,Female,Spain,North,9,121860.73,1,0,0,90808.32,1,33819.25,659,0
CUST08505,72,Male,Germany,North,2,0.0,2,1,0,129379.03,0,0.0,720,0
CUST06641,65,Female,Germany,South,1,0.0,1,1,0,191068.13,0,0.0,530,1
CUST03055,68,Male,France,East,6,0.0,1,1,0,67863.22,0,0.0,405,1
CUST03386,54,Male,France,North,3,0.0,1,1,1,122808.34,0,0.0,792,0
CUST06797,23,Male,Spain,East,8,250000.0,1,1,1,167106.6,1,47750.73,720,0
CUST05639,64,Male,Germany,North,9,0.0,1,0,0,95077.41,1,47310.04,371,0
CUST01633,71,Male,Spain,South,8,0.0,2,0,1,116792.92,0,0.0,415,0
CUST08917,34,Female,France,West,0,0.0,3,0,0,80082.33,0,0.0,523,0
CUST03707,58,Male,France,North,5,659.1,1,0,0,106529.11,0,0.0,734,0
CUST01774,42,Male,France,North,1,126953.92,1,1,0,164157.01,0,0.0,414,0
CUST04167,44,Male,Spain,Central,7,0.0,1,0,1,76842.48,1,16996.86,841,0
CUST02565,21,Male,Spain,South,10,0.0,4,0,1,84466.72,0,0.0,424,1
CUST04168,70,Male,France,West,8,0.0,1,1,1,148876.47,0,0.0,320,0
CUST00975,68,Male,Spain,South,10,250000.0,2,1,1,10596.42,0,0.0,571,0
CUST01428,38,Male,Spain,Central,4,0.0,1,1,1,167362.25,0,0.0,823,1
CUST01935,22,Female,Spain,South,9,39948.29,1,0,0,134774.41,0,0.0,836,1
CUST03845,56,Male,Germany,South,9,167254.69,1,0,0,114316.66,1,18357.2,460,1
CUST01764,38,Male,France,West,8,71149.07,3,0,0,8286.16,0,0.0,734,1
CUST00228,71,Female,Germany,East,7,54448.8,2,1,1,167965.83,0,0.0,741,0
CUST02548,43,Female,Spain,North,10,,2,0,0,79302.26,1,54382.67,728,0
CUST03446,53,Male,France,Central,10,16132.55,1,0,0,59645.07,0,0.0,808,1
CUST05151,69,Female,France,Central,5,0.0,2,1,1,106595.57,1,44717.59,390,0
CUST05099,64,Female,Spain,North,5,0.0,1,1,1,38320.77,0,0.0,553,0
CUST08415,73,Female,Spain,South,5,94240.81,2,0,1,47543.42,1,39764.44,512,0
CUST04654,42,Female,Spain,West,2,0.0,2,1,0,185810.71,1,28737.54,394,1
CUST08200,35,Female,Spain,West,9,123522.51,1,0,0,172660.23,1,71974.64,545,0
CUST01371,55,Female,France,West,4,0.0,2,1,0,64950.56,1,81583.02,538,1
CUST07722,39,Male,Spain,North,8,0.0,1,0,0,29001.94,1,93143.16,417,1
CUST03305,46,Male,France,South,6,58201.82,1,1,1,126647.82,0,0.0,737,0
CUST04323,20,Female,Spain,Central,6,67714.69,1,1,0,88378.98,0,0.0,384,1
CUST03026,23,Female,France,North,9,0.0,2,1,1,107261.27,0,0.0,317,0
CUST08540,70,Female,France,South,3,27177.41,1,1,0,83391.56,0,0.0,761,0
CUST00913,70,Male,France,West,1,0.0,4,1,0,151621.1,1,25279.91,338,1
CUST00017,41,Female,France,East,9,13795.64,1,1,0,74910.87,0,0.0,392,0
CUST00563,31,Male,Germany,East,10,0.0,1,1,1,8923.06,0,0.0,451,0
CUST07974,66,Female,France,North,8,178806.33,2,1,0,31683.77,1,60661.89,522,0
CUST04111,56,Female,France,East,7,0.0,1,1,0,183960.5,1,26337.96,588,1
CUST01028,46,Male,Spain,West,8,0.0,1,1,1,165733.54,0,0.0,362,0
CUST03483,20,Male,Germany,North,7,0.0,2,1,1,90287.54,0,0.0,517,0
CUST02327,63,Male,France,West,5,10357.75,1,1,1,108382.29,0,0.0,455,0
CUST04132,53,Male,Germany,South,8,23496.77,1,1,1,92520.89,0,0.0,376,0
CUST03768,55,Male,France,West,10,30253.48,1,0,1,43078.9,0,0.0,799,0
CUST04906,71,Male,France,North,5,113402.63,2,0,0,67546.8,0,0.0,355,0
CUST05544,65,Female,Spain,Central,5,34757.22,1,0,1,161128.69,0,0.0,524,0
CUST00276,39,Male,Spain,Central,6,171800.59,1,0,0,45201.68,0,0.0,447,0
CUST07582,51,Female,Germany,East,1,89490.81,1,1,1,22620.63,0,0.0,331,0
CUST01188,32,Male,France,West,9,75628.36,1,1,0,130863.83,0,0.0,730,1
CUST03875,35,Male,France,South,2,33820.99,1,1,1,71670.95,0,0.0,592,0
CUST02699,45,Male,Germany,East,5,250000.0,2,1,1,135583.66,0,0.0,650,0
CUST03001,52,Female,Spain,North,6,134246.79,2,1,1,121105.33,1,81396.11,614,0
CUST08587,62,Female,Germany,West,3,0.0,1,0,0,189771.49,0,0.0,842,0
CUST09820,35,Male,Germany,North,1,0.0,1,1,1,86344.49,0,0.0,543,0
CUST01400,45,Male,Spain,North,9,0.0,2,1,0,132177.53,1,88870.54,620,0
CUST08396,44,Male,France,South,2,0.0,1,1,1,98298.5,1,68558.19,421,0
CUST03758,18,Female,France,West,3,0.0,1,0,1,186820.91,1,85578.53,418,0
CUST05843,29,Male,Germany,West,7,56940.84,2,1,1,118859.84,1,94419.02,758,0
CUST01598,72,Male,France,South,3,0.0,1,0,0,138380.13,1,5959.21,711,1
CUST05470,65,Male,Spain,South,3,26380.79,2,1,0,18487.19,1,34146.89,822,0
CUST01844,72,Female,Germany,Central,4,0.0,1,1,1,179082.84,0,0.0,378,1
CUST00331,36,Male,Spain,West,4,49596.68,1,1,0,192506.15,1,81281.23,553,0
CUST05804,45,Male,Spain,West,7,33958.56,1,1,1,77829.73,1,74517.13,721,0
CUST03764,30,Female,Spain,West,7,57399.7,2,1,0,154635.5,0,0.0,445,0
CUST03725,24,Female,Germany,East,6,49260.52,1,1,1,1716.21,1,64897.7,538,0
CUST00374,20,Female,Spain,South,4,31154.22,2,0,0,96375.73,0,0.0,623,0
CUST07992,23,Male,France,West,3,0.0,2,1,1,160058.73,0,0.0,779,1
CUST06414,62,Female,France,South,2,210576.07,1,0,0,150638.99,0,0.0,487,0
CUST00946,29,Male,Spain,East,5,4720.07,3,1,1,103532.61,0,0.0,627,0
CUST05746,25,Female,Germany,North,5,88974.06,2,0,1,115670.7,0,0.0,810,0
CUST00489,39,Female,Spain,North,2,0.0,1,0,1,116437.51,1,49670.89,484,0
CUST08010,52,Male,France,North,2,83158.82,4,1,0,52440.66,0,0.0,790,1
CUST06775,32,Male,Germany,Central,3,62188.54,3,0,0,138780.79,0,0.0,667,1
CUST04835,46,Female,France,North,3,65139.38,3,1,0,12069.65,1,36615.49,636,1
CUST03249,27,Male,France,East,3,0.0,1,1,1,84132.73,0,0.0,777,0
CUST09481,59,Male,France,East,4,54616.78,2,1,0,142368.3,1,33775.85,330,0
CUST04226,50,Female,Germany,Central,7,119359.65,1,1,1,21668.73,0,0.0,357,0
CUST08952,53,Female,Spain,East,9,57289.92,1,0,0,93351.72,0,0.0,308,0
CUST06413,30,Female,Germany,Central,1,85559.93,2,1,0,191427.77,0,0.0,592,0
CUST02651,43,Female,France,Central,9,120753.83,2,1,1,24705.47,0,0.0,395,0
CUST00440,67,Male,France,South,0,63021.84,2,1,0,194333.81,0,0.0,730,1
CUST07158,60,Female,Spain,North,5,30855.15,2,1,1,12712.39,1,58795.04,592,0
CUST01929,58,Female,France,North,10,78566.84,2,1,1,166331.76,0,0.0,624,1
CUST04316,30,Female,Spain,East,5,175050.44,3,0,1,112070.79,0,0.0,383,1
CUST05162,54,Female,Spain,South,10,119847.29,1,1,0,95072.51,1,70059.66,716,0
CUST01210,55,Male,Germany,West,9,0.0,1,1,0,83768.23,0,0.0,549,1
CUST03531,53,Male,Germany,South,9,0.0,2,1,0,2708.72,1,20494.54,654,1
CUST08898,55,Female,Germany,East,10,4233.09,1,1,0,193932.77,0,0.0,349,0
CUST08179,71,Male,France,Central,4,18806.71,2,1,1,115995.37,0,0.0,320,0
CUST03340,61,Female,France,South,2,26784.78,3,1,1,134250.32,0,0.0,668,0
CUST04921,31,Female,Germany,West,2,250000.0,1,1,1,167889.16,0,0.0,636,0
CUST05782,43,Male,France,Central,9,30675.73,3,1,1,53169.81,1,74179.48,593,0
CUST05436,61,Male,Spain,North,7,0.0,2,0,0,64815.42,0,0.0,321,0
CUST05473,39,Male,Spain,South,9,0.0,1,1,0,25238.8,0,0.0,313,0
CUST09694,73,Male,Spain,East,3,0.0,1,0,1,87843.83,0,0.0,444,0
CUST07326,32,Female,France,West,8,229675.57,3,1,0,133860.46,1,53087.22,812,0
CUST03852,40,Female,Germany,East,6,59663.92,2,1,1,184035.55,0,0.0,410,0
CUST03613,39,Male,Spain,North,0,59142.7,2,0,1,101307.27,0,0.0,651,0
CUST04317,51,Male,Germany,West,3,41411.61,2,0,1,179148.17,1,95064.31,575,0
CUST00737,27,Female,France,North,0,0.0,1,0,1,108630.7,1,63708.4,300,1
CUST04853,49,Male,Germany,Central,7,0.0,2,1,1,85438.01,0,0.0,561,0
CUST04245,45,Female,Spain,South,0,162096.73,1,1,0,162500.15,0,0.0,319,0
CUST02231,28,Male,France,North,1,9776.87,2,1,0,150913.65,0,0.0,404,0
CUST08874,60,Male,Germany,West,2,3870.54,2,1,1,81535.02,1,36978.95,478,0
CUST09424,73,Male,France,East,4,159627.18,2,1,0,123455.71,0,0.0,759,0
CUST05621,55,Male,Germany,West,5,2566.08,2,1,0,69172.82,0,0.0,379,0
CUST01516,68,Female,Spain,South,3,53527.47,1,1,1,196438.02,1,88192.11,420,0
CUST09486,44,Male,France,Central,8,47942.72,1,1,1,194530.8,0,0.0,571,0
CUST08394,21,Male,France,West,10,0.0,2,1,1,176722.05,1,96033.15,785,1
CUST08454,64,Female,Germany,South,10,0.0,2,0,1,49737.25,1,74771.0,498,0
CUST07787,63,Male,Germany,North,0,250000.0,1,1,0,109721.89,0,0.0,403,0
CUST06577,57,Male,France,West,0,113997.11,2,1,0,12104.03,0,0.0,763,1
CUST07202,19,Female,France,Central,2,0.0,1,1,0,80512.47,1,79269.91,444,0
CUST07410,29,Male,Germany,West,1,17899.23,1,0,1,132471.51,0,0.0,,0
CUST00434,48,Female,France,East,0,80626.61,1,0,0,27098.42,0,0.0,338,0
CUST04018,62,Male,France,North,4,39436.24,1,1,0,181812.32,1,60219.18,651,0
CUST07617,56,Female,France,East,4,0.0,2,1,1,105610.98,1,27488.3,633,0
CUST02617,29,Female,Spain,South,5,43409.5,3,1,1,98997.32,1,70658.76,830,0
CUST07225,33,Female,France,North,0,0.0,1,1,1,169230.67,0,0.0,350,0
CUST08814,29,Female,Spain,West,4,0.0,1,0,1,108431.7,1,92679.49,524,0
CUST01711,53,Female,France,East,2,5951.05,1,1,0,195504.66,1,29201.86,413,0
CUST04376,71,Male,France,East,3,9823.3,1,1,1,108668.17,0,0.0,415,0
CUST08641,29,Male,Germany,East,8,29404.33,4,0,1,144988.73,1,20892.11,626,0
CUST06255,28,Male,Spain,Central,3,0.0,1,0,1,27649.27,0,0.0,714,1
CUST08097,47,Male,France,East,6,17875.96,3,1,0,147626.64,1,43595.13,363,1
CUST09678,36,Female,Germany,East,9,185837.29,1,1,1,110904.39,0,0.0,579,0
CUST09572,53,Male,Spain,North,7,86447.03,1,0,1,94765.94,1,50310.56,657,0
CUST06686,20,Female,Spain,Central,10,25233.09,2,0,1,145147.92,0,0.0,538,0
CUST06639,21,Female,France,Central,5,0.0,2,0,1,146603.51,0,0.0,571,0
CUST08410,59,Female,Germany,South,8,250000.0,3,1,0,88838.59,0,0.0,849,0
CUST05895,62,Female,France,West,3,86363.68,1,0,0,44994.94,1,30939.97,770,0
CUST08147,52,Male,Germany,West,4,59262.24,1,0,1,39450.06,1,98204.7,574,0
CUST05932,74,Female,France,Central,5,17971.24,1,1,1,183773.16,0,0.0,751,0
CUST04673,47,Male,France,North,1,0.0,2,1,0,127512.04,1,31612.38,403,0
CUST05288,51,Male,France,East,0,28371.68,2,1,1,135653.72,1,89723.72,617,0
CUST01048,66,Male,Spain,South,3,9513.84,1,1,0,72184.45,1,25004.57,755,1
CUST06707,65,Male,Germany,East,0,221656.06,2,0,0,79246.14,1,49038.09,318,0
CUST01291,50,Female,France,Central,10,354.33,1,1,1,135024.45,0,0.0,757,0
CUST02509,51,Male,Spain,North,5,40754.91,2,1,0,32770.19,1,66487.48,377,0
CUST06676,40,Male,Spain,East,8,79713.78,1,1,1,104396.08,0,0.0,567,0
CUST04528,19,Female,Spain,South,9,24434.22,3,1,0,132402.79,0,0.0,843,1
CUST03731,67,Female,Germany,North,1,0.0,2,1,1,93693.52,0,0.0,755,0
CUST05571,44,Female,Germany,West,7,197.62,2,1,0,169400.88,0,0.0,301,0
CUST03329,56,Female,France,West,9,0.0,1,1,0,75266.41,1,26797.98,485,1
CUST04704,48,Female,Germany,South,7,0.0,2,0,1,104101.85,0,0.0,735,0
CUST00022,41,Male,France,Central,4,0.0,1,1,0,34186.52,1,19319.09,827,0
CUST01651,55,Female,Germany,North,5,250000.0,2,1,1,166555.34,1,35754.19,346,0
CUST03995,32,Male,France,South,4,0.0,2,0,0,197198.38,0,0.0,574,1
CUST04889,41,Male,Germany,East,1,29800.91,1,0,1,27469.4,1,17849.44,842,0
CUST03128,58,Male,France,Central,6,139840.66,1,1,0,110939.91,1,52883.7,834,0
CUST03549,71,Male,France,North,1,34064.0,1,0,1,81580.85,1,89066.25,793,1
CUST02421,37,Male,Spain,North,5,41770.93,2,1,0,33547.78,0,0.0,597,1
CUST04703,53,Female,Germany,East,10,233928.44,1,1,0,47518.34,0,0.0,397,1
CUST07226,62,Male,France,North,6,6387.18,1,1,0,7449.58,0,0.0,830,1
CUST09433,22,Male,France,Central,10,45371.14,1,0,0,9694.21,1,34617.42,812,0
CUST04597,73,Female,France,South,0,17093.79,1,1,0,36961.15,0,0.0,384,1
CUST08848,31,Female,Germany,Central,1,0.0,4,1,1,46216.7,1,25340.28,408,0
CUST03923,69,Female,Spain,Central,5,125892.48,1,1,1,79517.89,0,0.0,731,0
CUST00101,64,Male,Germany,East,4,0.0,1,1,1,147037.51,1,47914.89,537,0
CUST09757,27,Male,Spain,Central,0,56846.88,1,1,1,73190.84,1,30458.31,579,0
CUST02691,21,Female,France,North,0,0.0,3,1,1,104177.38,1,91280.97,591,0
CUST08930,39,Male,France,East,1,3228.95,2,0,0,57448.26,0,0.0,623,0
CUST03540,24,Female,France,North,0,0.0,2,0,0,35491.23,0,0.0,684,1
CUST09417,74,Male,Germany,West,6,108920.79,1,0,0,62593.02,1,41802.74,478,0
CUST04406,40,Female,Spain,North,4,88284.99,2,1,0,164695.16,0,0.0,446,0
CUST05467,32,Male,Germany,East,7,59368.68,1,0,1,157992.41,0,0.0,707,0
CUST07927,23,Female,Germany,West,1,250000.0,1,1,1,76584.87,0,0.0,803,0
CUST06315,68,Male,Spain,South,0,245717.72,1,1,0,51347.76,1,94474.03,553,0
CUST09501,57,Female,Germany,East,2,138076.9,2,0,1,197018.21,1,84130.37,536,0
CUST06389,25,Male,Spain,Central,0,55637.25,1,1,1,35637.39,1,63702.58,627,0
CUST08783,25,Male,France,Central,4,82367.82,2,1,0,174111.39,1,42832.04,520,0
CUST03358,19,Female,Germany,South,6,0.0,1,0,0,46232.14,1,23158.49,827,1
CUST05828,20,Female,France,Central,8,45668.43,1,1,1,73936.48,1,34864.86,566,0
CUST00438,63,Female,Spain,West,7,171805.0,1,1,1,41385.14,0,0.0,844,0
CUST01026,20,Female,Spain,Central,4,146142.95,3,1,1,49966.65,0,0.0,331,0
CUST05366,22,Male,Germany,Central,6,0.0,3,1,0,121227.56,0,0.0,540,0
CUST07674,32,Female,Spain,North,0,0.0,2,1,0,57173.24,1,42024.28,378,0
CUST02732,24,Male,France,South,3,0.0,1,1,1,6108.77,0,0.0,314,0
CUST09896,18,Male,France,North,10,104145.17,1,0,1,2154.25,1,8801.46,719,0
CUST05104,22,Male,Spain,East,0,0.0,1,0,1,180517.95,1,71698.92,360,0
CUST05897,49,Male,Spain,West,0,59721.97,1,1,0,158901.5,1,5726.68,391,0
CUST04996,67,Female,Germany,Central,2,250000.0,2,0,1,18701.15,0,0.0,785,0
CUST09163,40,Male,France,North,7,4483.61,2,1,0,72962.56,0,0.0,560,1
CUST01306,23,Male,France,South,7,16037.89,3,0,1,6627.64,1,51115.09,550,0
CUST05809,46,Male,France,South,1,142390.46,1,0,1,192944.98,0,0.0,365,1
CUST02567,18,Female,France,West,8,49326.67,1,1,1,100407.74,1,45762.37,606,0
CUST07862,64,Female,France,South,6,140148.26,2,1,1,29638.01,0,0.0,809,0
CUST03948,25,Male,France,North,6,156753.46,3,1,1,159893.54,0,0.0,739,0
CUST07319,34,Female,Germany,Central,7,0.0,2,1,0,120965.94,0,0.0,393,0
CUST09205,24,Male,Spain,East,0,112044.49,2,1,0,11644.0,0,0.0,634,0
CUST06183,34,Male,Spain,East,1,47815.58,1,1,1,65415.32,1,75963.1,300,0
CUST03213,34,Female,Spain,East,0,0.0,3,1,0,97235.93,1,97826.75,329,0
CUST01140,43,Male,France,East,7,3753.87,1,0,1,55319.44,1,41528.96,403,0
CUST05767,46,Female,Germany,West,6,77859.1,1,0,1,85210.97,1,72045.33,483,0
CUST03958,66,Female,Germany,South,0,0.0,1,0,0,19908.6,0,0.0,666,0
CUST07694,35,Female,France,North,3,71883.98,3,0,0,1389.81,1,79603.95,604,0
CUST02989,71,Male,Germany,East,8,20161.38,1,0,1,66461.09,0,0.0,541,0
CUST07480,69,Female,France,East,3,16949.16,1,0,0,77737.84,0,0.0,616,1
